"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","0","39","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","34","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","87","1","0.000000","0","0"
"/Game/DD/Models/Dung/Grey.Grey","0","0","15","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Glass.M_Glass","0","0","43","1","0.000000","0","0"
"/Game/DD/Models/Dung/Ice.Ice","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Dung/Glass.Glass","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Dung/Liquid.Liquid","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Dung/Yellow.Yellow","0","0","29","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","24","1","0.000000","0","0"
"/Game/RandomizedDungeons/chars/DarkGreen.DarkGreen","0","0","29","1","0.000000","0","0"
"/Game/RandomizedDungeons/chars/Black.Black","0","0","29","1","0.000000","0","0"
"/Game/RandomizedDungeons/chars/Beige.Beige","0","0","29","1","0.000000","0","0"
"/Game/DD/Models/Dung/Wood.Wood","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Dung/Fire.Fire","0","0","29","1","0.000000","0","0"
"/Game/DD/Models/Dung/DarkSteel.DarkSteel","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Ini/DarkWood_001.DarkWood_001","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Ini/Main.Main","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Ini/DarkMetal.DarkMetal","0","0","29","1","0.000000","0","0"
"/Game/DD/Models/Ini/Wall_Medium.Wall_Medium","0","0","15","1","0.000000","0","0"
"/Game/RandomizedDungeons/chars/Band.Band","0","0","15","1","0.000000","0","0"
"/Game/DD/Core/Inventory/Weapons/Metal.Metal","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Ini/Wall_Highlights.Wall_Highlights","0","0","15","1","0.000000","0","0"
"/Game/RandomizedDungeons/chars/White.White","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Ini/Wall_Dark.Wall_Dark","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Dung/Rock.Rock","0","0","29","1","0.000000","0","0"
"/Game/DD/Core/ProceduralDung/Materialss/Rock.Rock","0","0","29","1","0.000000","0","0"
"/Game/DD/Models/Ini/Wall_1/Material.Material","0","15","15","1","22.233932","0","0"
"/Game/DD/Models/Ini/Floor_1/Material.Material","0","15","15","1","20.516943","0","0"
"/Game/DD/Models/Dung/Black.Black","0","0","39","1","0.000000","0","0"
"/Game/DD/Models/Ini/Iron.Iron","0","0","15","1","0.000000","0","0"
"/Game/RandomizedDungeons/chars/Pink.Pink","0","0","29","1","0.000000","0","0"
"/Game/RandomizedDungeons/chars/Armor.Armor","0","0","29","1","0.000000","0","0"
"/Game/DD/Models/Ini/Statue.Statue","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Ini/Gold.Gold","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Ini/Ceramic.Ceramic","0","0","29","1","0.000000","0","0"
"/Game/DD/Models/Ini/Bag.Bag","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Dung/Steel.Steel","0","0","15","1","0.000000","0","0"
"/Game/DD/Models/Dung/Potion.Potion","0","15","15","1","18.669561","0","0"
"/Game/DD/Models/Dung/Potion_002.Potion_002","0","15","15","1","21.417036","0","0"
"/Game/DD/Models/Dung/Potion_001.Potion_001","0","15","15","1","20.727043","0","0"
"/Game/DD/Models/Dung/Candle.Candle","0","0","15","1","0.000000","0","0"
"/Game/DD/Core/ProceduralDung/Materialss/RockLight.RockLight","0","0","29","1","0.000000","0","0"
"/Game/DD/Core/ProceduralDung/BP_Tiles/materials/Metal.Metal","0","0","15","1","0.000000","0","0"
"/Game/DD/Core/ProceduralDung/BP_Tiles/materials/DarkMetal.DarkMetal","0","0","29","1","0.000000","0","0"
"/Game/DD/Core/Inventory/Weapons/Material.Material","0","0","15","1","0.000000","0","0"
